"x","count"
820,39
822,42
824,46
826,42
828,50
830,54
832,42
834,40
836,55
838,46
840,47
842,51
844,40
846,42
848,44
850,52
852,36
854,32
856,37
858,36
860,28
862,34
864,43
866,34
868,38
870,30
872,39
874,49
876,33
878,41
880,34
882,47
884,25
886,38
888,32
890,31
892,40
894,35
896,34
898,37
900,38
902,40
904,36
906,46
908,35
910,36
912,42
914,31
916,37
918,31
920,33
922,46
924,28
926,44
928,34
930,30
932,31
934,37
936,33
938,28
940,26
942,24
944,45
946,26
948,37
950,35
952,21
954,32
956,24
958,28
960,38
962,32
964,30
966,31
968,43
970,38
972,23
974,42
976,40
978,42
980,36
982,33
984,32
986,34
988,28
990,29
992,34
994,37
996,23
998,34
1000,31
1002,37
1004,33
1006,35
1008,25
1010,40
1012,28
1014,26
1016,38
1018,29
1020,30
1022,26
1024,26
1026,29
1028,29
1030,26
1032,31
1034,18
1036,40
1038,28
1040,30
1042,33
1044,29
1046,26
1048,26
1050,21
1052,16
1054,26
1056,23
1058,33
1060,25
1062,23
1064,22
1066,31
1068,35
1070,25
1072,33
1074,28
1076,32
1078,23
1080,23
1082,29
1084,22
1086,22
1088,28
1090,28
1092,25
1094,30
1096,22
1098,28
1100,23
1102,20
1104,27
1106,26
1108,30
1110,24
1112,27
1114,19
1116,19
1118,22
1120,22
1122,24
1124,27
1126,30
1128,30
1130,27
1132,22
1134,19
1136,27
1138,27
1140,22
1142,26
1144,17
1146,29
1148,26
1150,35
1152,30
1154,18
1156,19
1158,22
1160,21
1162,28
1164,26
1166,23
1168,21
1170,19
1172,20
1174,25
1176,13
1178,26
1180,20
1182,24
1184,12
1186,32
1188,21
1190,19
1192,29
1194,25
1196,12
1198,22
1200,24
1202,23
1204,17
1206,21
1208,27
1210,32
1212,17
1214,15
1216,22
1218,10
1220,22
1222,14
1224,14
1226,17
1228,20
1230,16
1232,21
1234,16
1236,15
1238,23
1240,16
1242,14
1244,20
1246,17
1248,24
1250,20
1252,21
1254,21
1256,26
1258,15
1260,19
1262,16
1264,21
1266,17
1268,21
1270,13
1272,19
1274,10
1276,12
1278,21
1280,14
1282,12
1284,16
1286,22
1288,21
1290,18
1292,20
1294,15
1296,19
1298,16
1300,13
1302,20
1304,19
1306,21
1308,14
1310,28
1312,14
1314,10
1316,21
1318,19
1320,20
1322,18
1324,16
1326,17
1328,13
1330,27
1332,16
1334,27
1336,20
1338,14
1340,17
1342,21
1344,10
1346,13
1348,11
1350,22
1352,19
1354,18
1356,22
1358,15
1360,9
1362,14
1364,13
1366,21
1368,14
1370,15
1372,12
1374,22
1376,16
1378,20
1380,11
1382,12
1384,18
1386,16
1388,11
1390,15
1392,16
1394,17
1396,15
1398,15
1400,15
1402,19
1404,10
1406,12
1408,12
1410,16
1412,12
1414,13
1416,15
1418,15
1420,13
1422,19
1424,13
1426,14
1428,10
1430,18
1432,8
1434,18
1436,16
1438,14
1440,15
1442,14
1444,12
1446,16
1448,23
1450,13
1452,17
1454,18
1456,10
1458,10
1460,19
1462,19
1464,17
1466,21
1468,12
1470,13
1472,27
1474,6
1476,11
1478,10
1480,8
1482,19
1484,11
1486,12
1488,14
1490,8
1492,16
1494,8
1496,15
1498,11
1500,15
1502,9
1504,12
1506,11
1508,8
1510,17
1512,13
1514,18
1516,13
1518,8
1520,14
1522,4
1524,10
1526,10
1528,13
1530,11
1532,14
1534,17
1536,11
1538,12
1540,12
1542,12
1544,13
1546,14
1548,16
1550,8
1552,15
1554,14
1556,15
1558,10
1560,11
1562,13
1564,12
1566,11
1568,10
1570,19
1572,10
1574,12
1576,11
1578,14
1580,10
1582,3
1584,8
1586,17
1588,7
1590,17
1592,12
1594,4
1596,6
1598,9
1600,13
1602,6
1604,12
1606,8
1608,5
1610,11
1612,13
1614,8
1616,5
1618,12
1620,8
1622,8
1624,10
1626,9
1628,8
1630,8
1632,13
1634,4
1636,12
1638,17
1640,10
1642,9
1644,16
1646,12
1648,11
1650,15
1652,9
1654,12
1656,6
1658,11
1660,13
1662,8
1664,11
1666,14
1668,13
1670,10
1672,12
1674,15
1676,16
1678,11
1680,7
1682,7
1684,9
1686,10
1688,10
1690,7
1692,14
1694,20
1696,9
1698,14
1700,12
1702,12
1704,8
1706,10
1708,11
1710,6
1712,10
1714,8
1716,10
1718,16
1720,5
1722,13
1724,15
1726,13
1728,10
1730,9
1732,6
1734,12
1736,7
1738,9
1740,6
1742,11
1744,9
1746,9
1748,11
1750,7
1752,7
1754,13
1756,8
1758,5
1760,8
1762,9
1764,7
1766,10
1768,11
1770,5
1772,6
1774,12
1776,8
1778,8
1780,13
1782,9
1784,6
1786,8
1788,9
1790,9
1792,9
1794,10
1796,6
1798,12
1800,7
1802,12
1804,9
1806,7
1808,9
1810,12
1812,13
1814,7
1816,10
1818,8
1820,9
1822,11
1824,5
1826,12
1828,6
1830,8
1832,8
1834,7
1836,7
1838,6
1840,2
1842,8
1844,7
1846,3
1848,5
1850,6
1852,5
1854,8
1856,4
1858,4
1860,9
1862,10
1864,5
1866,8
1868,9
1870,9
1872,10
1874,6
1876,6
1878,5
1880,8
1882,12
1884,7
1886,6
1888,7
1890,8
1892,4
1894,7
1896,10
1898,6
1900,7
1902,8
1904,6
1906,5
1908,5
1910,7
1912,7
1914,7
1916,10
1918,8
1920,7
1922,5
1924,3
1926,3
1928,4
1930,8
1932,9
1934,8
1936,4
1938,11
1940,7
1942,6
1944,6
1946,8
1948,10
1950,8
1952,9
1954,5
1956,7
1958,9
1960,8
1962,7
1964,2
1966,8
1968,10
1970,13
1972,7
1974,6
1976,12
1978,8
1980,4
1982,6
1984,5
1986,5
1988,5
1990,7
1992,12
1994,6
1996,11
1998,7
2000,4
2002,9
2004,5
2006,10
2008,9
2010,9
2012,7
2014,4
2016,11
2018,8
2020,6
2022,13
2024,4
2026,10
2028,6
2030,5
2032,8
2034,4
2036,3
2038,3
2040,5
2042,7
2044,7
2046,7
2048,4
2050,7
2052,9
2054,5
2056,7
2058,11
2060,4
2062,5
2064,6
2066,3
2068,6
2070,9
2072,10
2074,12
2076,5
2078,8
2080,5
2082,7
2084,8
2086,4
2088,2
2090,11
2092,9
2094,10
2096,6
2098,3
2100,6
2102,6
2104,4
2106,6
2108,12
2110,4
2112,8
2114,2
2116,8
2118,8
2120,12
2122,3
2124,2
2126,5
2128,8
2130,4
2132,8
2134,7
2136,4
2138,7
2140,6
2142,4
2144,8
2146,8
2148,5
2150,5
2152,8
2154,1
2156,4
2158,4
2160,2
2162,5
2164,5
2166,10
2168,3
2170,2
2172,3
2174,7
2176,6
2178,7
2180,6
2182,8
2184,3
2186,4
2188,5
2190,2
2192,4
2194,6
2196,5
2198,3
2200,2
2202,6
2204,4
2206,2
2208,4
2210,4
2212,2
2214,3
2216,4
2218,5
2220,1
2222,5
2224,5
2226,5
2228,6
2230,9
2232,8
2234,7
2236,6
2238,2
2240,9
2242,7
2244,12
2246,7
2248,4
2250,6
2252,8
2254,3
2256,7
2258,12
2260,1
2262,3
2264,3
2266,4
2268,2
2270,5
2272,5
2274,5
2276,4
2278,7
2280,5
2282,5
2284,5
2286,4
2288,4
2290,9
2292,3
2294,3
2296,3
2298,5
2300,4
2302,7
2304,3
2306,7
2308,1
2310,4
2312,5
2314,2
2316,3
2318,6
2320,6
2322,5
2324,6
2326,6
2328,4
2330,5
2332,5
2334,8
2336,4
2338,5
2340,5
2342,4
2344,6
2346,5
2348,7
2350,7
2354,7
2356,10
2358,4
2360,5
2362,1
2364,10
2366,4
2368,4
2370,6
2372,4
2374,7
2376,6
2378,6
2380,4
2382,9
2386,4
2388,1
2390,2
2392,7
2394,6
2396,2
2398,6
2400,3
2402,3
2404,2
2406,7
2408,4
2410,4
2412,6
2414,2
2416,1
2418,5
2420,3
2422,6
2424,4
2426,5
2428,1
2430,2
2432,10
2434,6
2436,6
2438,5
2442,5
2444,3
2446,5
2448,2
2450,8
2452,3
2454,3
2456,7
2458,5
2460,2
2462,4
2464,1
2466,3
2468,5
2470,2
2472,7
2474,4
2476,1
2478,4
2480,5
2482,4
2484,11
2486,2
2488,5
2490,2
2492,2
2494,1
2496,1
2498,2
2502,5
2504,6
2506,4
2508,1
2512,5
2514,4
2516,8
2518,4
2520,3
2522,2
2524,5
2526,2
2528,3
2530,4
2532,5
2534,4
2536,6
2538,4
2540,3
2542,4
2544,3
2546,1
2548,7
2550,3
2552,3
2554,5
2556,9
2558,3
2560,4
2562,3
2564,3
2566,4
2568,4
2570,8
2572,6
2574,5
2576,3
2578,5
2580,5
2582,3
2584,4
2586,2
2588,4
2590,2
2592,2
2594,1
2596,4
2598,6
2600,4
2602,1
2604,3
2606,4
2608,4
2610,3
2612,4
2616,3
2618,7
2620,1
2622,8
2624,5
2626,7
2628,3
2630,3
2632,3
2634,2
2636,2
2638,1
2640,3
2642,3
2644,2
2646,4
2648,6
2650,4
2652,2
2654,3
2656,5
2658,7
2660,2
2662,2
2664,3
2666,2
2668,4
2670,5
2672,1
2674,5
2676,2
2678,1
2680,1
2682,6
2684,2
2686,2
2688,1
2690,2
2692,3
2694,3
2696,2
2698,4
2702,5
2704,3
2706,3
2708,4
2710,6
2712,2
2714,4
2716,3
2718,1
2720,4
2722,1
2724,3
2726,4
2728,3
2730,1
2732,5
2734,3
2736,3
2738,2
2740,5
2742,2
2744,1
2746,3
2748,1
2752,5
2754,4
2756,3
2758,3
2760,3
2762,1
2764,4
2766,3
2768,3
2770,1
2772,4
2774,3
2776,4
2778,4
2780,2
2782,5
2786,4
2788,2
2790,2
2794,2
2796,5
2798,5
2800,3
2802,4
2804,4
2806,3
2808,2
2810,2
2812,1
2814,4
2816,3
2818,3
2820,2
2822,3
2824,3
2826,2
2828,2
2830,1
2832,3
2834,2
2836,1
2838,1
2842,3
2844,3
2846,3
2850,2
2852,6
2854,3
2856,1
2858,4
2860,4
2862,2
2864,2
2866,1
2870,2
2872,4
2874,2
2876,6
2878,1
2880,3
2882,4
2884,4
2886,1
2888,2
2892,5
2894,3
2896,3
2898,3
2900,4
2902,3
2904,6
2906,4
2908,4
2910,2
2912,1
2914,2
2918,2
2920,1
2922,3
2924,1
2926,1
2928,1
2930,4
2932,1
2934,3
2936,3
2938,3
2940,1
2942,8
2944,4
2946,2
2950,3
2952,2
2954,3
2956,5
2958,1
2960,3
2962,3
2964,1
2966,3
2968,2
2970,1
2972,3
2974,2
2976,2
2978,1
2982,2
2984,1
2986,5
2988,2
2990,4
2992,1
2994,3
2996,7
2998,2
3000,2
3002,1
3006,3
3012,4
3014,1
3016,1
3018,3
3020,5
3024,3
3026,4
3028,4
3030,2
3032,3
3034,2
3036,2
3038,2
3040,2
3042,1
3044,3
3046,1
3048,1
3050,2
3052,3
3054,5
3056,2
3060,3
3062,2
3064,1
3066,3
3068,1
3070,2
3072,3
3078,3
3080,1
3082,2
3084,1
3086,1
3088,2
3090,3
3092,5
3094,2
3096,4
3098,1
3100,1
3102,1
3104,5
3106,1
3108,2
3110,2
3112,3
3114,4
3118,1
3120,2
3122,4
3124,4
3128,1
3130,4
3132,6
3134,2
3136,2
3138,5
3142,1
3144,2
3146,3
3148,2
3152,1
3154,2
3156,1
3158,1
3160,2
3162,3
3166,3
3168,2
3170,2
3172,1
3174,1
3176,4
3178,3
3180,1
3182,2
3184,3
3186,2
3188,1
3190,1
3192,1
3194,1
3196,2
3198,1
3200,3
3202,1
3204,1
3208,4
3210,2
3212,2
3214,1
3216,2
3218,2
3220,3
3222,1
3224,2
3226,3
3232,3
3234,1
3236,1
3240,2
3242,2
3244,2
3246,1
3248,1
3252,1
3254,3
3256,1
3258,4
3260,1
3262,2
3264,4
3266,3
3270,2
3272,4
3274,2
3278,2
3280,2
3284,3
3288,1
3292,1
3294,4
3296,3
3298,4
3300,3
3302,1
3304,2
3306,5
3310,1
3312,2
3316,2
3318,1
3320,1
3322,4
3324,1
3326,1
3328,3
3330,1
3332,2
3334,8
3336,1
3338,3
3340,2
3342,1
3344,3
3346,1
3348,1
3350,2
3354,2
3356,2
3358,1
3360,1
3362,2
3364,1
3366,3
3368,1
3374,2
3376,2
3378,3
3380,3
3382,1
3384,3
3388,3
3390,2
3394,2
3396,1
3398,2
3402,3
3404,1
3406,2
3410,1
3412,2
3416,2
3418,3
3420,3
3422,1
3424,1
3426,1
3428,1
3432,1
3434,4
3436,2
3438,1
3442,2
3446,2
3448,1
3450,2
3454,3
3458,2
3462,2
3464,1
3466,2
3468,1
3470,2
3472,2
3480,1
3484,2
3490,3
3500,5
3502,3
3504,3
3506,2
3508,4
3510,2
3512,1
3516,2
3518,2
3520,1
3522,4
3526,1
3528,4
3530,3
3532,1
3534,1
3536,1
3538,3
3540,1
3542,1
3544,2
3546,1
3548,3
3550,2
3554,1
3558,2
3560,2
3562,1
3564,4
3568,3
3570,4
3572,3
3576,4
3578,3
3580,2
3582,2
3584,2
3588,1
3590,3
3594,3
3596,1
3600,2
3602,1
3604,2
3606,2
3608,4
3610,1
3614,2
3616,1
3620,1
3622,1
3624,1
3628,2
3630,1
3634,1
3636,2
3638,3
3640,1
3642,1
3644,5
3646,2
3648,2
3650,1
3652,2
3656,1
3658,4
3660,1
3662,2
3668,1
3670,1
3672,2
3674,3
3676,1
3678,1
3682,1
3688,1
3692,2
3694,5
3696,1
3698,3
3700,4
3702,1
3704,1
3706,3
3708,1
3712,1
3714,4
3716,1
3718,3
3720,2
3722,3
3728,1
3730,3
3738,1
3740,4
3742,1
3744,1
3748,4
3750,1
3754,2
3758,2
3760,1
3762,1
3764,2
3766,2
3768,1
3772,1
3776,3
3778,1
3780,2
3782,2
3784,1
3786,1
3788,3
3796,4
3802,3
3806,1
3808,2
3812,1
3814,1
3816,1
3818,2
3820,1
3822,2
3826,2
3830,1
3834,3
3836,2
3842,1
3844,1
3850,2
3852,1
3856,2
3858,3
3860,2
3862,1
3866,2
3874,1
3876,1
3880,1
3882,4
3884,3
3886,3
3888,1
3890,1
3894,2
3896,2
3898,1
3902,2
3908,1
3912,1
3914,2
3916,1
3918,1
3920,2
3922,1
3924,1
3928,1
3930,2
3932,2
3936,1
3940,1
3942,1
3944,1
3946,1
3948,1
3950,2
3954,1
3962,1
3964,1
3970,1
3972,1
3978,1
3980,1
3984,1
3986,3
3988,1
3990,4
3992,1
3996,1
3998,2
4002,1
4004,3
4008,2
4014,1
4016,1
4020,1
4022,1
4024,2
4028,2
4030,5
4036,1
4038,3
4042,1
4044,1
4050,1
4052,1
4054,1
4058,2
4060,1
4062,2
4066,1
4068,1
4070,4
4072,1
4078,4
4082,3
4088,2
4092,1
4094,4
4096,2
4098,1
4100,1
4108,1
4110,1
4112,1
4114,1
4118,2
4126,1
4130,2
4132,1
4140,4
4142,3
4144,1
4146,3
4148,1
4150,1
4158,2
4162,1
4166,1
4168,1
4170,1
4172,1
4176,1
4178,1
4180,1
4184,1
4188,1
4190,1
4194,1
4196,2
4198,2
4200,2
4204,1
4206,1
4208,2
4210,1
4212,1
4214,1
4216,2
4218,1
4222,1
4224,1
4226,2
4228,2
4232,1
4234,2
4236,1
4240,2
4246,2
4248,1
4250,1
4254,1
4256,1
4258,1
4264,1
4266,2
4272,2
4274,1
4282,1
4284,1
4286,1
4288,1
4290,1
4292,1
4294,2
4298,1
4300,1
4302,4
4310,2
4312,1
4320,1
4322,2
4326,1
4330,1
4336,2
4338,2
4340,1
4342,1
4346,1
4348,2
4350,1
4354,2
4356,1
4360,1
4364,1
4366,1
4372,1
4374,1
4376,2
4378,1
4390,1
4396,3
4398,2
4400,1
4422,1
4424,1
4426,1
4430,1
4432,1
4434,2
4446,1
4450,1
4452,1
4454,1
4456,1
4462,1
4470,1
4474,1
4478,1
4482,3
4484,1
4488,1
4490,1
4492,1
4502,2
4508,1
4510,1
4512,1
4516,1
4520,1
4522,1
4528,1
4532,1
4534,1
4538,1
4544,2
4546,1
4550,1
4558,1
4566,1
4572,1
4580,3
4584,1
4586,1
4594,1
4598,1
4600,1
4602,2
4604,3
4606,2
4608,1
4610,1
4612,1
4614,1
4618,2
4620,1
4622,2
4624,2
4628,2
4630,1
4632,1
4638,2
4648,1
4650,1
4652,1
4660,1
4666,3
4672,1
4674,1
4676,1
4680,2
4688,1
4690,1
4694,1
4696,1
4698,1
4702,1
4704,1
4708,1
4710,1
4712,1
4714,1
4716,1
4724,2
4726,1
4730,2
4734,1
4742,2
4744,1
4752,1
4754,1
4762,1
4768,2
4772,1
4774,1
4780,1
4782,1
4784,1
4786,2
4790,1
4792,2
4796,2
4798,1
4800,1
4806,2
4810,2
4812,2
4814,1
4816,1
4820,2
4824,2
4826,1
4828,2
4840,2
4842,1
4850,1
4852,2
4858,1
4862,1
4864,1
4866,1
4870,1
4876,1
4878,1
4880,1
4884,1
4888,3
4890,1
4900,1
4906,1
4908,1
4916,2
4922,1
4924,2
4936,1
4944,2
4946,1
4948,1
4952,3
4964,2
4968,1
4972,1
4974,1
4976,1
4990,1
4998,1
5002,2
5004,2
5018,1
5022,1
5026,1
5028,2
5030,2
5032,1
5034,1
5038,1
5046,2
5052,2
5062,1
5070,1
5074,2
5082,1
5084,1
5086,1
5088,1
5092,1
5100,3
5102,1
5114,1
5122,1
5124,2
5130,1
5146,1
5148,1
5158,1
5162,1
5166,1
5168,2
5170,1
5172,1
5174,1
5178,2
5180,1
5186,1
5188,1
5190,2
5194,1
5204,2
5212,1
5214,1
5216,1
5224,1
5226,1
5228,1
5266,1
5270,2
5280,1
5282,1
5284,1
5290,2
5300,2
5304,2
5310,2
5312,1
5322,1
5340,1
5352,1
5354,2
5366,1
5368,2
5386,1
5396,1
5404,1
5408,1
5410,1
5412,1
5420,1
5422,1
5424,2
5428,1
5432,1
5434,1
5438,1
5446,1
5468,1
5470,2
5472,1
5476,1
5488,1
5498,1
5500,2
5504,1
5508,1
5514,1
5522,1
5532,1
5536,2
5546,1
5548,1
5550,1
5556,1
5564,1
5568,1
5572,2
5582,2
5588,1
5590,2
5596,1
5598,2
5610,1
5612,1
5622,1
5624,1
5642,1
5644,1
5646,1
5652,1
5662,1
5666,1
5672,1
5674,3
5676,1
5686,1
5698,1
5700,1
5702,1
5706,2
5712,1
5716,1
5722,1
5726,1
5736,1
5738,1
5742,1
5744,1
5756,2
5762,1
5768,1
5770,1
5774,1
5784,1
5806,2
5810,1
5818,1
5820,1
5828,1
5830,1
5834,1
5838,1
5846,2
5848,1
5852,1
5860,1
5876,1
5878,1
5882,1
5894,1
5896,1
5898,1
5910,1
5912,2
5922,1
5932,1
5946,1
5954,1
5956,1
5968,1
5986,1
5996,1
6000,2
6002,1
6032,1
6046,1
6050,1
6062,1
6074,1
6080,1
6098,1
6126,1
6130,1
6144,1
6150,1
6152,1
6154,1
6162,1
6178,1
6180,1
6184,1
6204,1
6208,1
6216,1
6218,1
6240,1
6244,1
6252,1
6270,3
6304,1
6318,1
6334,1
6344,1
6348,1
6356,1
6364,1
6370,1
6416,1
6418,1
6438,2
6472,1
6484,1
6492,1
6526,1
6532,1
6538,1
6544,1
6580,2
6582,1
6584,2
6588,1
6630,1
6642,1
6654,1
6656,1
6664,1
6688,1
6700,1
6714,1
6722,1
6728,1
6730,1
6742,1
6774,1
6778,2
6792,1
6794,2
6828,1
6844,1
6848,1
6858,1
6868,1
6876,1
6888,1
6900,1
6908,1
6914,1
6922,1
6936,1
6942,1
6944,1
6962,1
6988,1
7006,2
7008,1
7016,1
7046,2
7048,1
7050,1
7052,1
7060,1
7066,1
7108,1
7114,1
7116,1
7128,1
7134,1
7158,1
7162,1
7172,1
7174,1
7186,1
7194,1
7196,1
7200,1
7206,1
7208,1
7238,1
7266,1
7272,1
7278,1
7282,1
7284,1
7298,1
7304,1
7310,1
7328,1
7376,1
7380,1
7406,1
7434,2
7436,1
7438,1
7510,1
7554,2
7556,1
7572,1
7612,1
7614,1
7634,1
7646,1
7716,1
7728,1
7784,2
7792,1
7820,1
7824,1
7872,1
7904,1
7908,1
7916,1
7940,1
7964,1
7970,1
7992,1
8026,1
8028,1
8052,1
8058,1
8106,1
8114,1
8160,1
8162,1
8180,1
8224,1
8270,1
8362,1
8378,1
8390,2
8394,1
8432,1
8436,1
8496,1
8500,1
8576,1
8584,1
8586,2
8750,1
8782,1
8820,1
8826,1
8834,1
8852,1
8872,1
8904,1
9010,1
9026,1
9050,1
9170,1
9194,1
9218,1
9240,1
9244,1
9314,1
9328,1
9340,1
9422,1
9426,1
9468,1
9500,1
9512,1
9526,1
9602,1
9672,1
9704,1
9780,1
9824,1
9862,1
9882,1
9962,1
10136,1
10218,1
10230,1
10264,1
10370,1
10480,1
10702,1
10724,1
10812,1
10880,1
10892,1
10938,1
10980,1
11244,1
11476,1
11606,1
11698,1
11762,1
11988,1
12008,1
12160,1
12762,1
12798,1
12890,1
13132,1
13902,1
13956,1
14026,1
14350,1
14460,1
15412,1
15736,1
16764,1
