"x","count"
884,9
885,11
886,8
887,7
888,4
889,6
890,5
891,4
892,1
893,5
894,11
895,4
896,4
897,10
898,6
899,10
900,5
901,5
902,5
903,8
904,8
905,10
906,5
907,2
908,6
909,9
910,5
911,6
912,3
913,6
914,4
915,4
916,7
917,6
918,8
919,5
920,6
921,2
922,5
923,5
924,1
925,5
926,5
927,9
928,7
929,8
930,7
931,3
932,6
933,4
934,3
935,10
936,3
937,10
938,4
939,5
940,9
941,3
942,8
943,10
944,4
945,5
946,3
947,7
948,7
949,5
950,7
951,2
952,2
953,1
954,3
955,1
956,3
957,5
958,7
959,4
960,5
961,12
962,5
963,7
964,7
965,7
966,6
967,9
968,6
969,6
970,6
971,4
972,2
973,5
974,2
975,9
976,4
977,7
978,2
979,5
980,5
981,2
982,3
983,3
984,2
985,3
986,5
987,3
988,2
989,4
990,2
991,5
992,8
993,8
994,4
995,3
996,5
997,2
998,3
999,4
1000,4
1001,3
1002,4
1003,3
1004,5
1005,2
1006,7
1007,2
1008,6
1009,4
1010,4
1011,4
1012,1
1014,3
1015,3
1016,7
1017,9
1018,6
1019,5
1020,7
1021,2
1022,4
1023,5
1024,3
1025,5
1026,6
1027,5
1028,5
1029,5
1030,4
1031,7
1032,8
1033,2
1034,6
1035,7
1036,4
1037,5
1038,3
1039,3
1040,1
1041,2
1042,6
1043,5
1044,3
1045,1
1046,1
1047,2
1048,3
1049,3
1050,6
1051,4
1052,3
1053,4
1054,2
1055,6
1056,5
1057,4
1060,3
1061,5
1062,6
1063,6
1064,3
1065,3
1066,9
1067,4
1068,5
1069,7
1070,3
1071,2
1072,5
1073,5
1074,1
1075,6
1076,4
1077,5
1078,4
1079,1
1080,5
1081,3
1082,4
1083,2
1084,8
1085,8
1086,3
1087,1
1088,6
1089,3
1090,2
1091,4
1092,3
1093,2
1094,2
1095,6
1096,5
1097,3
1098,1
1099,4
1100,3
1101,3
1102,2
1103,3
1104,5
1105,1
1106,1
1107,2
1108,2
1109,3
1110,4
1111,6
1112,6
1113,4
1114,4
1115,3
1116,2
1117,2
1118,1
1119,3
1120,4
1121,3
1122,1
1123,6
1124,4
1125,4
1126,3
1127,3
1128,5
1129,2
1130,5
1131,3
1132,4
1133,2
1134,1
1135,2
1136,5
1137,3
1138,7
1139,1
1140,2
1141,1
1142,8
1143,2
1144,7
1145,2
1146,1
1147,5
1148,2
1149,3
1150,1
1151,4
1152,6
1153,8
1154,4
1155,2
1156,4
1157,3
1158,4
1159,2
1160,6
1161,3
1162,177
1163,36
1164,66
1165,31
1166,16
1167,24
1168,20
1169,13
1170,27
1171,7
1172,23
1173,11
1174,17
1175,11
1176,23
1177,14
1178,57
1179,11
1180,12
1181,30
1182,3
1183,3
1184,12
1185,4
1186,7
1187,9
1188,19
1189,6
1190,1
1191,4
1192,2
1193,3
1194,4
1195,3
1196,4
1197,4
1198,4
1199,3
1200,4
1201,4
1202,4
1203,1
1204,5
1205,5
1206,5
1207,1
1208,4
1209,8
1210,7
1211,3
1212,1
1213,6
1214,3
1215,6
1216,7
1217,4
1218,8
1219,1
1220,1
1221,3
1222,9
1223,10
1224,4
1225,4
1226,5
1227,6
1228,7
1229,4
1230,11
1231,6
1232,4
1233,5
1234,4
1235,2
1236,5
1237,2
1238,3
1239,3
1240,6
1241,3
1242,4
1243,5
1245,3
1246,3
1247,4
1248,6
1249,1
1250,4
1251,2
1252,4
1253,4
1254,3
1255,5
1256,16
1257,18
1258,11
1259,20
1260,9
1261,14
1262,16
1263,7
1264,10
1265,7
1266,2
1267,6
1268,13
1269,13
1270,9
1271,7
1272,5
1273,5
1274,7
1275,11
1276,6
1277,9
1278,11
1279,12
1280,10
1281,10
1282,20
1283,12
1284,5
1285,7
1286,3
1287,1
1288,8
1289,3
1290,5
1291,1
1292,2
1293,6
1294,8
1295,2
1296,5
1297,14
1298,6
1299,2
1300,2
1301,4
1302,2
1303,4
1304,4
1305,3
1306,8
1307,3
1308,5
1309,1
1310,5
1311,2
1312,5
1313,4
1314,3
1315,3
1316,7
1317,5
1318,4
1319,3
1320,4
1322,4
1323,2
1324,7
1325,6
1326,13
1327,20
1328,15
1329,13
1330,17
1331,14
1332,11
1333,8
1334,17
1335,13
1336,7
1337,8
1338,12
1339,11
1340,9
1341,8
1342,10
1343,2
1344,8
1345,10
1346,4
1347,6
1348,8
1349,5
1350,7
1351,5
1352,5
1353,3
1354,9
1355,2
1356,5
1357,5
1358,5
1359,4
1360,4
1361,2
1362,3
1363,3
1364,2
1365,2
1366,4
1367,2
1368,1
1369,2
1370,4
1371,3
1372,1
1373,3
1374,3
1375,1
1376,2
1377,3
1378,2
1379,3
1380,1
1381,2
1382,5
1383,6
1384,4
1385,3
1386,2
1387,6
1388,2
1389,2
1390,1
1391,4
1392,4
1393,2
1394,3
1395,4
1396,8
1397,2
1398,3
1399,3
1401,2
1402,3
1403,4
1404,5
1405,4
1406,3
1407,2
1408,3
1410,2
1411,1
1413,3
1415,3
1416,3
1417,3
1418,3
1419,1
1420,2
1421,1
1423,3
1424,3
1425,1
1426,2
1427,1
1428,3
1429,1
1430,1
1431,1
1433,2
1434,2
1437,3
1438,1
1439,1
1440,2
1441,2
1443,2
1444,1
1445,5
1446,1
1447,2
1448,4
1449,2
1450,3
1451,1
1452,3
1453,3
1454,2
1455,1
1457,1
1458,3
1459,1
1460,2
1461,3
1462,3
1463,2
1464,2
1465,1
1466,4
1467,1
1468,1
1470,2
1471,2
1472,5
1473,1
1474,2
1476,1
1477,1
1478,1
1479,2
1481,2
1482,1
1483,1
1484,3
1485,1
1486,1
1487,3
1488,4
1489,1
1490,2
1491,5
1493,4
1494,2
1495,3
1496,4
1497,5
1498,7
1499,3
1501,2
1502,1
1503,3
1504,2
1505,3
1506,3
1507,4
1508,4
1509,1
1510,5
1511,1
1512,5
1513,1
1514,3
1516,4
1517,4
1518,1
1519,2
1520,3
1521,3
1522,3
1523,3
1524,1
1525,3
1526,3
1527,2
1528,5
1529,1
1530,1
1531,2
1532,3
1533,1
1534,2
1536,3
1537,1
1538,3
1540,3
1541,4
1542,1
1543,2
1544,1
1545,1
1546,1
1547,1
1548,2
1550,1
1551,2
1552,3
1553,2
1554,1
1555,2
1556,1
1557,1
1561,3
1562,5
1563,1
1565,2
1566,2
1568,3
1569,3
1570,2
1571,1
1572,1
1573,2
1574,1
1575,2
1577,4
1578,1
1579,1
1580,2
1581,2
1582,1
1583,1
1585,1
1587,1
1588,2
1589,3
1590,1
1592,6
1594,1
1595,2
1596,4
1597,3
1600,2
1602,1
1605,3
1606,1
1609,4
1610,2
1612,1
1613,2
1614,2
1615,2
1616,2
1617,5
1620,6
1622,1
1623,2
1625,1
1626,1
1627,2
1628,1
1629,1
1630,2
1631,1
1632,1
1633,1
1634,2
1635,1
1636,2
1637,1
1638,2
1640,1
1642,1
1643,1
1644,1
1646,1
1647,2
1648,1
1649,2
1651,1
1652,2
1655,2
1657,2
1658,2
1661,1
1662,1
1664,3
1665,2
1666,3
1667,2
1668,2
1669,1
1670,1
1671,1
1673,2
1674,3
1677,2
1678,3
1679,1
1680,1
1681,1
1682,1
1684,3
1686,4
1687,2
1688,2
1690,1
1692,3
1693,2
1695,1
1698,2
1699,1
1700,4
1701,2
1703,1
1704,2
1706,1
1708,1
1711,3
1713,1
1714,1
1715,1
1716,3
1717,1
1718,1
1719,2
1721,1
1722,1
1723,1
1725,3
1727,1
1729,1
1730,1
1733,1
1734,1
1735,2
1736,1
1737,2
1738,2
1740,1
1741,4
1742,3
1744,3
1745,2
1746,1
1747,2
1748,2
1749,2
1750,3
1751,2
1752,1
1753,3
1754,1
1755,1
1757,1
1762,1
1765,2
1766,1
1767,2
1768,2
1770,2
1771,2
1772,1
1773,1
1774,2
1775,3
1776,3
1777,1
1779,2
1780,1
1781,1
1782,4
1784,4
1785,3
1786,3
1788,3
1789,2
1790,1
1791,3
1792,5
1793,1
1795,1
1796,2
1797,4
1798,3
1799,1
1800,2
1801,1
1802,3
1804,2
1805,2
1806,3
1807,1
1808,2
1810,1
1812,2
1813,1
1814,4
1815,3
1816,1
1817,1
1818,2
1819,3
1822,1
1823,1
1826,3
1828,4
1831,3
1832,2
1833,1
1835,1
1836,2
1837,1
1838,1
1839,1
1841,3
1842,2
1843,1
1844,1
1845,1
1847,1
1848,2
1850,1
1851,1
1852,1
1853,3
1854,1
1855,1
1862,2
1863,1
1867,1
1868,1
1872,2
1873,1
1875,1
1876,2
1879,2
1880,1
1881,1
1883,1
1884,1
1885,3
1889,2
1890,1
1891,1
1893,1
1896,1
1899,1
1900,1
1901,1
1905,1
1907,1
1908,1
1909,1
1913,1
1914,1
1915,1
1916,1
1918,2
1920,1
1922,2
1924,1
1925,1
1927,2
1930,1
1931,1
1932,3
1933,1
1934,1
1936,2
1937,2
1938,1
1941,2
1942,1
1943,1
1944,3
1946,1
1947,1
1949,2
1950,1
1952,1
1954,2
1956,1
1958,1
1961,3
1962,1
1963,1
1964,2
1967,2
1968,1
1969,1
1971,1
1972,2
1973,1
1974,2
1975,1
1978,2
1981,1
1986,2
1987,1
1989,3
1991,1
1992,1
1994,1
1995,1
1996,2
1997,1
1998,1
2003,1
2005,1
2007,1
2009,1
2011,1
2012,1
2013,1
2014,2
2017,3
2018,1
2020,1
2021,2
2022,1
2023,1
2024,1
2025,4
2027,1
2029,2
2030,2
2031,2
2032,1
2033,1
2036,1
2037,1
2040,2
2042,2
2043,3
2044,2
2047,2
2048,1
2051,1
2052,2
2053,1
2055,3
2058,1
2061,2
2062,3
2063,1
2065,1
2066,2
2068,3
2071,1
2073,4
2075,1
2079,1
2080,1
2084,1
2086,1
2087,1
2089,2
2091,1
2092,1
2094,1
2095,1
2098,1
2099,2
2100,2
2101,1
2102,1
2103,2
2105,1
2107,1
2110,1
2111,1
2112,1
2114,1
2118,1
2119,1
2123,1
2125,1
2135,1
2136,1
2138,1
2140,4
2141,1
2142,1
2143,4
2144,2
2146,2
2147,1
2149,1
2151,1
2152,1
2153,1
2154,1
2155,3
2156,1
2159,1
2160,1
2161,1
2162,3
2163,2
2164,1
2165,2
2166,1
2172,1
2174,4
2177,1
2179,1
2183,1
2190,1
2191,1
2193,2
2194,1
2196,1
2197,1
2198,2
2199,1
2200,1
2201,1
2205,2
2209,1
2210,2
2214,1
2215,1
2216,1
2219,1
2220,1
2221,2
2222,1
2223,1
2225,1
2226,2
2228,1
2229,1
2231,1
2234,2
2235,2
2236,2
2237,2
2238,2
2239,1
2241,1
2244,1
2245,2
2247,1
2248,1
2251,2
2252,1
2254,1
2256,3
2258,1
2259,2
2261,2
2263,1
2265,1
2266,2
2268,1
2269,1
2272,1
2275,2
2277,1
2280,1
2281,1
2282,1
2286,2
2288,2
2289,1
2291,1
2294,2
2296,4
2298,1
2299,1
2300,2
2302,2
2303,1
2305,1
2309,2
2314,1
2315,2
2319,2
2321,1
2324,1
2327,1
2330,1
2332,1
2334,1
2335,2
2340,1
2342,1
2345,1
2350,1
2354,2
2355,1
2360,1
2361,1
2362,2
2364,1
2365,3
2366,1
2370,3
2372,1
2373,1
2374,1
2376,3
2377,2
2378,1
2381,1
2383,1
2384,2
2386,2
2387,1
2389,1
2390,2
2391,2
2394,1
2395,1
2396,1
2397,2
2398,2
2399,1
2400,2
2401,3
2405,1
2408,1
2409,2
2412,1
2413,1
2419,1
2420,1
2422,1
2426,1
2429,2
2430,1
2432,2
2433,1
2438,1
2439,1
2444,1
2447,2
2450,2
2451,1
2452,3
2455,1
2456,1
2458,1
2459,2
2462,1
2464,1
2465,1
2467,1
2468,2
2470,2
2471,1
2472,1
2474,1
2476,1
2477,2
2481,1
2482,2
2484,2
2487,2
2488,1
2494,1
2499,1
2507,1
2509,1
2510,2
2520,2
2522,1
2532,1
2533,1
2536,2
2537,1
2540,1
2541,1
2543,1
2544,1
2547,1
2551,1
2552,1
2557,1
2558,1
2561,1
2564,1
2568,1
2569,1
2570,2
2572,2
2573,1
2574,1
2577,1
2582,1
2583,1
2584,1
2590,1
2594,1
2614,1
2617,1
2620,1
2621,1
2622,2
2624,1
2625,1
2626,2
2627,1
2628,1
2629,2
2630,1
2631,1
2632,1
2635,1
2640,1
2642,1
2645,1
2648,1
2650,2
2653,2
2655,4
2656,2
2657,1
2659,1
2660,1
2667,1
2670,1
2672,1
2674,1
2676,1
2677,1
2678,2
2681,1
2684,2
2687,1
2689,1
2690,1
2692,1
2695,1
2696,1
2701,1
2703,1
2704,1
2705,1
2706,3
2707,1
2708,1
2716,2
2717,1
2718,1
2719,1
2722,2
2724,1
2727,1
2732,1
2734,1
2737,1
2740,1
2745,2
2746,1
2747,1
2748,3
2750,2
2755,1
2758,1
2760,1
2762,2
2763,1
2765,1
2766,2
2769,2
2770,1
2775,1
2776,3
2777,1
2779,2
2780,1
2787,1
2788,2
2789,1
2790,1
2792,1
2795,1
2799,2
2804,1
2805,2
2806,1
2809,1
2811,1
2817,1
2818,1
2819,1
2824,1
2828,1
2830,1
2831,2
2835,1
2836,1
2838,1
2839,1
2840,1
2842,1
2843,2
2844,1
2845,1
2846,1
2848,1
2853,1
2855,3
2857,1
2858,1
2861,2
2864,2
2868,1
2870,1
2871,2
2872,2
2875,1
2877,2
2879,1
2880,1
2883,1
2887,3
2889,1
2892,1
2893,1
2894,1
2900,1
2901,1
2906,1
2907,1
2912,1
2913,1
2914,1
2924,2
2934,1
2939,1
2940,1
2961,1
2968,1
2974,1
2975,1
2976,1
2978,1
2980,1
2984,2
2993,1
2996,1
3002,1
3009,1
3012,1
3013,1
3014,1
3015,1
3017,1
3018,1
3021,1
3022,2
3023,1
3026,2
3029,1
3033,1
3034,1
3035,1
3036,2
3045,1
3047,1
3048,1
3059,1
3067,1
3069,1
3070,1
3072,1
3074,1
3075,1
3078,1
3080,2
3081,1
3083,1
3086,1
3088,1
3089,1
3096,1
3099,1
3105,1
3108,1
3110,1
3115,1
3117,1
3121,1
3124,2
3136,1
3139,1
3144,1
3156,1
3159,1
3161,1
3163,2
3164,1
3170,1
3171,1
3174,1
3177,1
3180,1
3181,1
3184,1
3187,1
3188,1
3189,1
3195,1
3196,3
3198,1
3199,2
3205,1
3207,1
3210,2
3222,1
3224,1
3226,1
3227,2
3229,1
3232,1
3234,1
3235,1
3241,1
3248,1
3250,1
3251,1
3257,1
3262,1
3265,1
3270,1
3279,1
3287,1
3289,1
3292,1
3297,1
3299,3
3300,1
3303,1
3304,1
3313,1
3323,2
3330,2
3333,1
3336,3
3339,1
3342,1
3350,1
3353,1
3356,1
3361,1
3366,2
3372,1
3373,1
3384,1
3389,1
3390,1
3393,9
3394,1
3396,1
3406,2
3412,1
3414,1
3418,2
3421,2
3428,1
3432,1
3437,1
3438,2
3441,3
3444,1
3447,1
3448,1
3449,2
3463,1
3466,1
3467,1
3473,1
3489,1
3491,1
3506,1
3509,1
3512,1
3525,1
3527,1
3533,2
3541,1
3542,1
3550,1
3552,2
3559,1
3564,1
3567,1
3568,1
3582,1
3589,1
3593,1
3596,2
3597,1
3604,1
3605,1
3608,1
3613,1
3615,1
3620,1
3621,1
3622,1
3628,1
3639,1
3652,1
3665,1
3671,2
3673,1
3674,1
3680,1
3685,1
3687,1
3690,1
3692,1
3703,2
3708,1
3713,2
3716,1
3721,1
3722,1
3723,1
3724,2
3731,1
3732,1
3733,1
3735,1
3736,1
3744,1
3748,1
3749,1
3750,3
3751,1
3753,1
3754,1
3756,1
3757,1
3759,1
3765,3
3769,1
3774,1
3775,1
3782,1
3787,1
3793,1
3794,1
3799,1
3800,1
3809,1
3813,1
3825,2
3827,1
3828,1
3829,1
3831,1
3834,1
3836,2
3841,1
3842,1
3843,1
3846,1
3847,2
3855,2
3859,1
3863,1
3868,1
3870,1
3877,1
3932,1
3936,1
3939,1
3942,1
3951,1
3977,1
3982,1
3986,1
3989,2
3991,1
3998,1
3999,1
4001,1
4003,1
4004,1
4005,2
4006,1
4007,2
4009,1
4011,1
4012,1
4016,2
4020,3
4021,1
4022,1
4023,2
4024,1
4030,1
4033,1
4036,1
4042,1
4046,1
4057,1
4061,1
4064,1
4068,1
4070,1
4072,1
4089,1
4111,1
4114,2
4123,1
4129,1
4144,1
4150,1
4151,1
4156,1
4159,1
4162,1
4186,1
4191,1
4196,1
4197,1
4199,1
4200,1
4204,1
4210,1
4230,1
4245,1
4264,1
4270,1
4290,1
4298,1
4304,1
4314,1
4315,1
4316,1
4319,2
4320,1
4327,1
4341,1
4346,1
4356,1
4367,1
4376,1
4377,1
4394,1
4403,1
4405,1
4429,1
4441,1
4484,1
4485,1
4492,1
4498,1
4499,1
4500,1
4508,1
4520,1
4550,1
4567,1
4584,1
4615,1
4618,1
4620,1
4626,1
4641,1
4670,1
4707,1
4720,1
4733,1
4735,1
4784,1
4810,1
4839,1
4849,1
4857,1
4863,1
4866,1
4902,1
4910,1
4934,1
4946,1
4947,1
4976,1
5023,1
5037,1
5040,1
5087,1
5092,1
5102,1
5135,2
5151,1
5239,1
5256,1
5325,1
5346,1
5374,1
5384,1
5396,1
5400,1
5407,1
5413,1
5416,1
5447,1
5502,1
5515,1
5521,1
5529,1
5538,1
5553,1
5566,1
5592,1
5595,1
5597,1
5642,1
5653,1
5660,1
5683,1
5712,1
5732,1
5733,1
5768,1
5774,1
5782,1
5785,1
5798,1
5816,1
5861,1
5865,1
5936,1
5946,2
5952,1
5953,1
5968,1
5972,1
6015,1
6104,1
6105,1
6176,1
6210,1
6213,1
6244,1
6247,1
6259,1
6261,1
6309,1
6374,1
6388,1
6451,1
6484,1
6509,1
6690,1
6695,2
6724,1
6761,1
6763,1
6793,1
6806,1
6808,1
6811,1
6824,1
6877,1
6885,1
6897,1
6942,1
6964,1
7006,1
7017,2
7034,1
7065,1
7075,1
7097,1
7144,1
7195,1
7257,1
7351,1
7388,1
7402,1
7514,1
7545,1
7621,1
7638,1
7745,1
7784,1
7825,1
7856,1
7878,2
7916,1
7920,1
7958,1
7993,1
8012,1
8027,1
8145,2
8174,1
8186,1
8236,1
8249,1
8335,1
8349,1
8538,1
8613,1
8668,1
8684,1
8685,1
8738,1
9011,1
9031,1
9039,1
9060,1
9061,1
9063,1
9064,1
9081,1
9086,1
9093,1
9094,1
9118,1
9140,1
9174,1
9181,1
9255,1
9389,1
9489,1
9513,1
9518,1
9534,1
9614,1
9913,1
10063,1
10082,1
10189,1
10219,1
10331,1
10359,1
10368,1
10441,1
10447,1
10513,1
10598,1
10670,1
10908,1
11058,1
11129,1
11219,1
11295,1
11337,1
11367,1
11497,1
11991,1
12028,1
12063,1
12285,1
12401,1
12488,1
12621,1
14002,1
14006,1
14010,1
14149,1
14797,1
14834,1
14857,1
14909,1
14968,1
15033,1
15159,1
15392,1
15614,1
15699,1
15976,1
16253,1
16536,1
21246,1
21686,1
24294,1
24327,1
24334,1
24384,1
26660,1
28190,1
28483,1
28614,1
29305,1
29592,1
29628,1
32831,1
32841,1
33237,1
45798,1
45844,1
45851,1
45858,1
46505,1
46857,1
46892,1
56478,1
74606,1
78333,1
78382,1
78386,1
78431,1
78443,1
78447,1
78517,1
78661,1
80444,1
80471,1
80638,1
