"x","count"
259,29
260,31
261,29
262,32
263,27
264,30
265,33
266,31
267,32
268,35
269,17
270,35
271,21
272,31
273,32
274,24
275,23
276,23
277,26
278,26
279,29
280,32
281,24
282,25
283,27
284,19
285,26
286,23
287,31
288,36
289,26
290,27
291,23
292,16
293,24
294,22
295,37
296,25
297,22
298,19
299,20
300,20
301,20
302,22
303,17
304,24
305,18
306,23
307,27
308,28
309,22
310,15
311,23
312,25
313,18
314,21
315,22
316,22
317,28
318,15
319,16
320,23
321,14
322,17
323,15
324,12
325,19
326,19
327,17
328,11
329,23
330,26
331,16
332,17
333,16
334,12
335,14
336,14
337,12
338,13
339,18
340,13
341,16
342,10
343,16
344,12
345,14
346,18
347,12
348,21
349,11
350,11
351,23
352,18
353,19
354,21
355,17
356,17
357,15
358,14
359,16
360,19
361,19
362,16
363,16
364,21
365,10
366,21
367,15
368,16
369,10
370,16
371,9
372,13
373,20
374,15
375,15
376,11
377,19
378,14
379,8
380,14
381,15
382,18
383,12
384,13
385,13
386,12
387,10
388,19
389,13
390,8
391,23
392,16
393,12
394,9
395,16
396,9
397,14
398,6
399,15
400,12
401,12
402,12
403,8
404,9
405,11
406,16
407,9
408,8
409,11
410,10
411,13
412,10
413,9
414,11
415,12
416,8
417,10
418,7
419,10
420,13
421,4
422,10
423,7
424,14
425,12
426,9
427,8
428,11
429,9
430,7
431,7
432,5
433,9
434,5
435,5
436,7
437,7
438,6
439,9
440,16
441,13
442,7
443,7
444,13
445,7
446,4
447,3
448,7
449,9
450,8
451,13
452,8
453,8
454,9
455,7
456,10
457,9
458,12
459,7
460,10
461,8
462,10
463,9
464,4
465,14
466,5
467,9
468,5
469,6
470,6
471,3
472,10
473,6
474,12
475,4
476,5
477,11
478,13
479,12
480,6
481,6
482,5
483,6
484,7
485,3
486,10
487,7
488,9
489,6
490,6
491,13
492,5
493,6
494,3
495,4
496,3
497,5
498,6
499,6
500,1
501,7
502,7
503,5
504,9
505,3
506,6
507,5
508,5
509,9
510,2
511,6
512,3
513,6
514,4
515,3
516,4
517,6
518,6
519,5
520,6
521,9
522,6
523,9
524,3
525,7
526,9
527,7
528,7
529,4
530,6
531,5
532,9
533,2
534,5
535,4
536,10
537,6
538,6
539,6
540,6
541,5
542,2
543,6
544,8
545,4
546,1
547,8
548,8
549,7
550,3
551,4
552,8
553,3
554,4
555,6
556,4
557,7
558,6
559,2
560,4
561,6
562,5
563,4
564,7
565,4
566,6
567,6
568,8
569,4
570,4
571,3
572,2
573,4
574,5
575,5
576,6
577,6
578,3
579,3
580,6
581,5
582,4
583,6
584,2
585,6
586,3
587,3
588,5
589,7
590,4
591,5
592,5
593,3
594,5
595,4
596,3
597,3
598,6
599,2
600,4
601,4
603,5
604,4
605,4
606,5
607,2
608,2
609,6
610,4
611,2
612,1
613,3
614,6
615,4
616,4
617,3
619,7
620,5
621,8
622,5
623,5
624,6
626,4
627,2
628,6
629,4
630,1
631,4
632,3
633,3
634,4
635,2
636,2
637,2
638,7
639,3
640,2
641,4
642,5
643,3
644,5
645,7
646,7
647,8
648,2
649,6
650,5
651,6
652,3
653,2
654,2
655,5
656,2
657,10
658,2
659,7
660,3
661,4
662,3
663,2
664,3
665,1
666,2
667,7
668,4
669,2
670,4
671,1
672,7
673,6
674,3
675,1
676,5
677,1
678,6
679,4
680,3
681,3
682,2
683,1
684,3
685,3
686,2
687,2
688,7
689,2
690,3
691,8
692,4
693,5
694,6
695,3
696,2
697,4
698,8
699,2
700,2
701,4
702,3
703,1
704,4
705,4
706,3
707,1
708,2
709,2
710,3
711,1
712,10
713,2
714,3
715,4
716,2
717,4
718,1
719,3
720,4
722,3
723,1
724,4
725,1
726,1
727,1
728,2
729,1
730,2
731,2
733,5
734,1
736,2
737,2
738,2
739,1
740,4
741,1
742,3
743,1
744,2
745,2
746,3
749,1
750,3
751,2
752,2
753,3
754,4
755,1
756,4
757,2
758,3
760,3
761,1
762,5
763,1
764,2
765,2
766,4
767,1
768,1
769,4
770,3
771,1
772,3
773,3
776,5
777,2
778,2
779,1
780,1
781,3
782,3
783,5
785,1
787,2
788,1
789,2
791,2
792,2
793,2
794,2
795,7
796,1
797,1
798,2
799,2
800,1
802,2
803,1
805,2
806,4
808,2
809,1
810,2
811,1
812,1
814,4
815,3
816,1
817,1
818,2
819,1
820,1
821,1
822,1
823,1
824,1
825,2
826,2
828,2
829,2
830,3
831,1
832,2
833,1
835,2
836,2
837,3
839,2
840,2
841,4
842,2
844,4
845,2
847,2
848,4
850,6
851,1
852,2
853,2
854,3
857,1
858,2
859,2
860,2
862,2
864,2
867,3
869,3
870,3
871,1
872,2
874,2
875,1
877,1
879,2
881,2
882,1
885,4
886,3
887,3
888,1
889,2
893,1
894,1
896,1
897,2
898,1
899,3
900,2
901,3
902,2
903,1
904,1
905,2
906,2
907,5
908,1
910,5
911,3
913,1
914,1
915,1
916,1
919,4
920,1
922,1
923,1
924,3
925,3
926,2
927,2
928,2
929,1
930,2
932,3
933,2
934,1
935,2
936,2
937,3
938,1
939,2
940,1
941,1
942,3
943,1
944,2
945,2
946,1
948,2
949,2
951,3
952,3
953,1
954,2
955,2
956,1
958,1
959,1
960,3
961,2
962,3
963,6
964,2
965,3
968,1
969,1
970,4
971,2
973,1
974,2
976,1
977,1
978,3
979,5
980,2
982,1
983,3
984,1
985,1
986,1
987,2
988,2
989,5
990,1
994,1
995,4
997,2
998,1
1000,1
1002,1
1003,3
1004,2
1006,1
1007,3
1008,1
1009,2
1010,4
1011,2
1012,1
1013,4
1016,4
1017,2
1018,1
1019,2
1020,1
1021,2
1022,2
1024,1
1025,4
1026,2
1028,2
1029,1
1030,2
1031,1
1033,1
1034,1
1035,2
1036,1
1037,1
1038,1
1039,2
1040,1
1041,2
1043,2
1044,4
1045,3
1046,2
1047,5
1048,6
1049,2
1050,1
1052,2
1053,2
1055,1
1056,1
1057,1
1059,1
1061,1
1063,5
1064,4
1066,1
1068,2
1070,1
1071,1
1074,1
1075,1
1076,2
1079,1
1080,2
1083,1
1084,1
1086,1
1087,2
1089,1
1090,1
1092,1
1093,3
1094,5
1095,1
1099,2
1100,1
1101,1
1102,1
1103,1
1104,2
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1113,1
1115,1
1116,1
1117,1
1119,1
1121,2
1123,1
1125,1
1130,2
1131,1
1132,2
1133,1
1135,1
1136,3
1140,1
1141,1
1142,1
1143,1
1146,2
1149,3
1151,1
1153,2
1154,1
1155,1
1156,1
1157,2
1162,2
1165,1
1166,1
1169,1
1171,2
1172,1
1174,1
1175,1
1177,1
1182,1
1183,1
1184,1
1185,1
1186,1
1189,2
1191,1
1192,1
1193,2
1194,1
1195,1
1196,1
1197,2
1200,1
1201,1
1204,2
1205,1
1207,3
1209,1
1214,2
1217,1
1218,1
1219,1
1221,1
1222,1
1226,1
1227,1
1229,2
1230,1
1231,1
1234,1
1235,1
1236,1
1241,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1253,1
1254,1
1256,1
1262,1
1268,2
1269,2
1270,1
1271,1
1272,2
1273,1
1274,2
1275,2
1277,1
1278,1
1280,2
1281,1
1282,1
1284,1
1285,2
1286,3
1291,1
1292,3
1294,1
1295,2
1296,1
1300,1
1301,1
1307,1
1308,1
1313,2
1315,2
1319,1
1321,1
1324,1
1329,2
1332,1
1333,1
1336,1
1337,1
1338,2
1340,1
1342,2
1344,2
1345,1
1347,1
1350,1
1355,1
1356,1
1357,2
1360,1
1361,1
1363,2
1365,1
1366,1
1367,2
1372,1
1374,1
1376,2
1378,2
1380,1
1381,1
1387,1
1388,1
1399,1
1402,1
1404,2
1405,1
1408,1
1409,1
1411,1
1413,1
1415,1
1418,1
1419,1
1420,1
1422,1
1424,1
1425,1
1426,1
1433,2
1434,1
1437,1
1438,1
1439,1
1440,1
1443,2
1444,1
1447,1
1448,1
1451,1
1453,1
1457,2
1458,1
1461,1
1462,2
1464,1
1467,1
1469,2
1477,1
1481,1
1482,1
1492,1
1494,1
1495,1
1497,1
1504,1
1505,1
1507,1
1508,1
1509,1
1511,1
1522,1
1533,1
1534,1
1535,2
1536,1
1541,2
1543,1
1546,1
1549,2
1552,1
1553,2
1560,1
1565,1
1568,1
1572,1
1574,1
1581,1
1584,1
1591,1
1592,2
1594,1
1609,2
1614,1
1616,1
1619,2
1621,1
1623,2
1627,1
1630,1
1631,1
1632,1
1634,1
1644,1
1646,1
1647,1
1648,1
1652,1
1653,1
1654,1
1658,1
1663,1
1665,1
1672,1
1673,2
1678,1
1679,1
1682,1
1684,1
1693,1
1697,1
1703,1
1707,1
1713,1
1715,1
1716,1
1719,2
1721,2
1724,1
1725,1
1726,1
1727,1
1729,1
1736,2
1738,1
1740,1
1743,1
1745,1
1748,1
1750,2
1753,1
1756,1
1758,1
1759,1
1760,1
1761,1
1764,1
1768,1
1769,1
1770,2
1774,1
1776,1
1777,1
1781,1
1782,1
1787,2
1788,2
1793,1
1796,2
1800,1
1801,1
1802,2
1807,2
1812,1
1813,1
1815,2
1819,2
1825,1
1826,1
1829,1
1833,1
1839,1
1855,1
1858,1
1861,1
1862,1
1868,1
1874,2
1878,2
1881,1
1882,1
1884,1
1889,1
1890,1
1896,1
1902,1
1903,1
1907,1
1908,1
1912,1
1913,2
1916,1
1917,2
1924,2
1925,1
1927,1
1931,1
1935,1
1937,1
1944,2
1947,1
1949,1
1951,1
1952,1
1954,1
1959,1
1960,1
1961,1
1965,1
1966,1
1967,1
1971,1
1974,1
1976,1
1977,1
1982,1
1988,1
1990,1
1991,1
1993,1
1998,1
1999,1
2001,1
2004,1
2005,1
2009,1
2015,1
2020,1
2033,1
2035,2
2043,1
2045,1
2089,1
2092,1
2098,1
2105,1
2111,1
2122,1
2126,1
2127,1
2130,1
2135,1
2138,1
2140,2
2149,1
2160,1
2166,1
2167,1
2169,1
2171,1
2175,2
2178,1
2183,2
2184,2
2189,1
2194,1
2197,1
2199,1
2201,1
2205,1
2207,1
2233,2
2238,1
2247,1
2252,1
2264,1
2269,1
2272,1
2290,1
2291,2
2298,1
2301,1
2307,1
2308,1
2314,1
2315,1
2319,2
2321,1
2322,1
2327,1
2340,1
2346,1
2352,1
2354,1
2363,1
2370,1
2371,1
2372,1
2377,1
2390,1
2391,1
2397,1
2405,1
2410,2
2415,1
2419,1
2420,1
2434,1
2436,1
2438,1
2440,1
2444,1
2463,1
2474,1
2494,1
2520,1
2523,2
2524,1
2525,1
2536,1
2539,1
2540,1
2542,1
2565,1
2583,1
2608,1
2616,1
2619,1
2622,1
2625,1
2628,1
2634,1
2635,1
2641,1
2649,1
2656,1
2658,1
2659,1
2662,1
2669,1
2695,1
2702,1
2720,1
2721,1
2722,1
2727,1
2732,1
2757,1
2768,1
2773,1
2789,1
2795,2
2802,1
2805,1
2816,2
2821,1
2835,1
2837,1
2839,1
2857,1
2864,1
2904,1
2908,1
2916,1
2975,1
2978,1
2980,1
2992,1
3024,1
3028,1
3053,1
3064,1
3078,1
3121,1
3128,1
3140,1
3148,1
3153,1
3155,1
3156,1
3166,1
3180,1
3189,1
3198,1
3206,1
3214,1
3217,1
3224,1
3239,1
3252,1
3253,1
3265,1
3295,1
3297,1
3312,1
3357,1
3361,1
3386,1
3388,1
3393,1
3431,1
3442,1
3446,1
3453,1
3470,1
3487,1
3491,1
3493,1
3498,1
3505,1
3519,1
3536,1
3543,1
3558,1
3589,1
3601,1
3605,1
3618,1
3622,1
3624,2
3634,1
3645,2
3662,1
3666,1
3674,1
3689,1
3705,1
3712,1
3722,1
3731,1
3734,1
3737,1
3741,1
3793,1
3819,1
3847,1
3973,1
4039,1
4092,1
4094,1
4098,1
4113,1
4114,1
4136,1
4137,1
4144,1
4199,1
4223,1
4229,2
4238,1
4254,1
4280,1
4318,1
4332,1
4342,1
4361,1
4378,1
4396,1
4402,1
4420,1
4443,1
4456,1
4466,1
4469,1
4497,1
4528,1
4534,1
4535,1
4565,1
4624,1
4710,1
4764,1
4768,1
4804,1
4805,1
4836,1
4850,1
4943,1
4946,1
4967,1
4972,1
4984,1
5028,1
5034,1
5035,1
5045,1
5190,1
5348,1
5412,1
5489,1
5588,1
5668,1
5813,1
5972,1
6022,1
6034,1
6231,1
6246,1
6391,1
6599,1
6710,1
6831,1
6858,1
6859,1
6900,1
6926,1
6986,1
7026,1
7117,1
7180,1
7184,1
7223,1
7249,1
7276,1
7300,1
7352,1
7400,1
7655,1
7843,1
7911,1
7971,1
7980,1
8007,1
8083,1
8239,1
8275,1
8282,1
8334,1
8412,1
8438,1
8486,1
8534,1
8628,1
8673,1
8724,1
8903,1
8905,1
8957,1
8990,1
8999,1
9006,1
9024,1
9063,1
9071,1
9256,1
9324,1
9357,1
9626,1
9762,1
9805,1
9827,1
9829,1
9917,1
10111,1
10249,1
10571,1
10619,1
10621,1
10648,1
10773,1
10878,1
11273,1
11275,1
11359,1
11393,1
11436,1
11898,1
11920,1
12266,1
12293,1
12715,1
12726,1
12792,1
12891,1
13036,1
13334,1
13408,1
13515,1
13696,1
13868,1
14859,1
15899,1
16202,1
16218,1
16651,1
16776,1
17692,1
17780,1
17911,1
18300,1
18805,1
21077,1
21343,1
22002,1
22770,1
23638,1
23748,1
23887,1
24799,1
24876,1
27551,1
27690,1
28666,1
28989,1
29438,1
29923,1
30056,1
30714,1
33376,1
33982,1
35455,1
